,textbook ID,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION,학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
101,709,중1,YBM(송),2015,7,My Future Dream,"be interested in ~ 를 활용해 관심사 묻고 답하기.
","A: What are you interested in?
B: I’m interested in music.
","A: 너는 무엇에 관심 있어?
B: 나는 음악에 관심 있어.
","A: Do you have any hobbies?
B: Yes, I enjoy ().
A: What do you like doing in your free time?
B: I like ().
","자신의 관심사에 대해 묻고 답할 수 있어요.
Using 'be interested in ~', you can ask and answer about interests.",A: What are you ______ in? B: I'm interested in music.,A: 무엇에 관심이 있니? B: 나는 음악에 관심이 있어.,excited,curious,interested,interested,3,"A: Do you have any hobbies? B: Yes, I ______ music.",A: 취미 있어? B: 나는 음악을 즐겨.,tolerate,enjoy,avoid,enjoy,2,"A: What are you interested in? B: I'm interested in sports. A: Do you have any hobbies? B: Yes, I enjoy playing soccer.","A: 무엇에 관심이 있니? B: 나는 스포츠에 관심이 있어요. A: 취미가 있어요? B: 네, 저는 축구하는 것을 즐겨요."
102,709,중1,YBM(송),2015,8,Science All Around,"Which ~ 를 활용해 선택 묻고 답하기.
","A: Which is bigger, a cat or a dog?
B: A dog is bigger than a cat.
","A: 고양이와 강아지 중 어떤 게 더 커?
B: 강아지가 고양이보다 더 커.
","A: Which one do you prefer, () or ()?
B: I prefer ().
A: What’s better, () or ()?
B: I think () is better.
","학생들은 'Which is bigger, a cat or a dog?'와 같은 표현을 사용하여 크기를 비교하는 질문을 할 수 있어요.
학생들은 'Which one do you prefer, () or ()?'와 같은 표현을 통해 선택을 묻고 답할 수 있어요.","A: ___ is bigger, a cat or a dog?","A: 어느 것이 더 큰지, 고양이와 강아지 중에?",Who,Which,What,Which,2,"A: Which one do you ___, coffee or tea?",A: 커피와 차 중에 어느 것을 선호하니?,select,prefer,desire,prefer,2,"A: Which is larger, a rabbit or a hamster? B: A rabbit is larger than a hamster. A: Which one do you choose, tea or water? B: I choose tea.",A: 토끼와 햄스터 중 어느 것이 더 큰가요? B: 토끼가 햄스터보다 큽니다. A: 차와 물 중 어느 것을 고르시나요? B: 저는 차를 고릅니다.
103,709,중1,YBM(송),2015,9,A Walk into History,"What a ~ / How ~ 를 활용해 감탄하기.
","A: Look at that painting.
B: What a beautiful picture! / How amazing!
","A: 저 그림 좀 봐.
B: 정말 아름다운 그림이야! / 정말 놀랍다!
","Isn’t () amazing?
That’s so ()!
","감탄 표현을 사용할 수 있어요.
'What a ~' 또는 'How ~'를 사용하여 감탄할 수 있어요.",What a _____ picture!,저 그림 정말 아름다운 그림이야!,ugly,beautiful,old,beautiful,2,Isn’t ______ amazing? That’s so ______!,정말 멋지지? 그거 진짜 멋져!,ordinary,amazing,dull,amazing,2,A: Look at that sculpture. B: What a stunning piece! A: Isn’t it fantastic? That’s so impressive!,A: 저 조각 좀 봐. B: 정말 멋진 작품이야! A: 정말 대단하지? 그거 정말 인상적이야!
104,701,중1,능률(김),2015,1,Welcome to My World,"like와 favorite 단어를 활용해 좋아하는 것에 대해 묻고 답하기.
","A: What is your favorite sport?
B: I like soccer.
","A: 네가 가장 좋아하는 스포츠는 뭐야?
B: 나는 축구를 좋아해.
","A: What do you like the most?
B: I enjoy ().
A: What’s your favorite activity?
B: My favorite is ().
","like와 favorite 단어를 사용하여 좋아하는 것에 대해 묻고 답할 수 있어요.
You can ask and answer questions about what you like using 'like' and 'favorite'.",What is your ______ sport?,네가 가장 좋아하는 스포츠는 무엇이에요?,like,favorite,best,favorite,2,What do you ______ the most?,가장 좋아하는 것은 무엇이에요?,prefer,love,like,like,3,A: What's your favorite game? B: I like basketball. A: What do you enjoy during the weekends? B: My favorite activity is playing outdoors.,A: 네가 가장 좋아하는 게임은 무엇이에요? B: 저는 농구를 좋아해요. A: 주말에는 무엇을 즐겨하나요? B: 제가 가장 좋아하는 활동은 야외에서 노는 거예요.
105,701,중1,능률(김),2015,2,Discover Your Culture,"There is/are ()을 활용하여 장소 설명하기.
","There are many parks in my city.
","내 도시에 공원이 많이 있어.
","You can find () ().
() has ().
","장소를 설명할 때 there is/are 표현을 사용할 수 있어요.
You can describe places using there is/are expressions.",There are many _____ in my city.,우리 도시에는 많은 공원이 있어요.,restaurants,parks,museums,parks,2,You can _____ many cafes.,많은 카페를 찾을 수 있어요.,see,find,buy,find,2,A: There are many libraries in my town. B: Really? I enjoy spending time there. A: You can find quiet reading corners in the library. B: That sounds like a perfect place to relax.,A: 우리 동네에는 많은 도서관이 있어요. B: 정말요? 그곳에서 시간을 보내는 걸 좋아해요. A: 도서관에서는 조용한 독서 공간을 찾을 수 있어요. B: 휴식하기에 딱 좋은 곳이네요.
106,701,중1,능률(김),2015,3,"Spend Smart, Save Smart","Can I ()?를 활용해 허락을 요청하고 답하기.
","A: Can I borrow your book?
B: Yes, of course. / I’m sorry, but you can’t.
","A: 네 책을 빌릴 수 있을까?
B: 네, 물론이야. / 미안하지만 안 돼.
","A: May I ()?
B: Sure, go ahead. / Sorry, you can’t.
A: Is it okay if I ()?
B: Of course. / I’m afraid not.
","허락을 요청하고 응답하는 표현을 사용할 수 있어요.
Can I ()?와 같은 표현을 활용해 허락을 요청하고 답할 수 있어요.",___ I borrow your book?,내 책 좀 빌려도 될까요?,May,Can,Might,Can,2,May I ___ your eraser?,내 지우개를 빌릴 수 있을까요?,buy,borrow,lend,borrow,2,"A: Can I borrow your jacket? B: Yes, of course. A: May I use it for the trip? B: I'm sorry, but you can't.",A: 재킷 좀 빌려도 될까요? B: 물론이죠. A: 여행에 써도 될까요? B: 미안하지만 안 돼요.
107,701,중1,능률(김),2015,4,The Power of Ideas,"Why와 because를 활용해 이유 묻고 답하기.
","A: Why are you late?
B: Because I missed the bus.
","A: 왜 늦었어?
B: 버스를 놓쳤기 때문이야.
","A: What’s the reason for ()?
B: It’s because ().
A: Why ()?
B: Since ().
","이유를 묻고 대답하는 표현을 사용할 수 있어요.
Learn how to ask and answer questions about reasons using why and because.",A: ___ are you late? B: Because I missed the bus.,A: 왜 늦었어? B: 버스를 놓쳤어.,What,When,Why,Why,3,B: It's ___ I missed the bus.,B: 버스를 놓친 이유는 알람이 울리지 않아서야.,although,because,before,because,2,A: Why did you miss the meeting? B: Because I overslept. A: What prompted that? B: Since my alarm failed to ring.,A: 왜 회의에 늦었어? B: 알람을 듣지 못해서 잠이 들었어. A: 무슨 이유에서 그런 거야? B: 알람이 울리지 않아서야.
108,701,중1,능률(김),2015,5,Follow Your Dreams,"긍정적인 말을 통해 격려하기.
","Don’t worry. You’ll do fine.
","걱정하지 마. 너는 잘할 거야.
","Everything will be okay. You can do it.
Stay positive. You’ve got this.
","긍정적인 말을 통해 격려하는 표현을 사용할 수 있어요.
You can encourage someone using positive words.",Don't ___ . You'll do fine.,걱정하지 마. 잘 할 거야.,stress,worry,fret,worry,2,Everything will be okay. You can do it. ___ positive. You've got this.,모든 것이 괜찮을 거야. 너는 할 수 있어. 긍정적으로 있어. 넌 이길 수 있어.,Keep,Stay,Remain,Stay,2,A: Don't worry. You will succeed. B: I appreciate your confidence in me. A: Everything will be okay. You can do it. Stay motivated. You've got this.,A: 걱정하지 마. 넌 성공할 거야. B: 네가 나를 믿어줘서 고마워. A: 모든 것이 괜찮을 거야. 너는 할 수 있어. 동기 부여를 받아. 넌 해낼 수 있어.
109,701,중1,능률(김),2015,6,The Joy of Art,"must not ()를 활용해 금지 표현하기.
","You must not use your phone in class.
","수업 중에 휴대폰을 사용하면 안 돼.
","You are not allowed to ().
It’s forbidden to ().
","수업 중에 전화기를 사용하지 못한다는 금지 표현을 사용할 수 있어요.
‘must not’와 ‘are not allowed to’ 등의 표현을 활용하여 금지를 나타낼 수 있어요.",You ___ your phone in class.,수업 중에는 전화기를 사용해서는 안 돼요.,will use,must not use,can use,must not use,2,You ___ to use your phone in class.,수업 중에는 전화기를 사용해도 안 돼요.,are not allowed,are allowed,are required,are not allowed,1,"A: You must not eat in the library. B: Oh, I didn't know that! A: You are not allowed to talk loudly there. B: I understand; I'll keep quiet.","A: 도서관에서 음식을 먹어서는 안 돼요. B: 아, 그걸 몰랐어요! A: 그곳에서 큰 소리로 말하는 것도 금지되어 있어요. B: 알겠어요; 조용히 할게요."
110,701,중1,능률(김),2015,7,Time for Stories,"부가의문문을 활용해 확인 요청하기.
","A: It’s a beautiful day, isn’t it?
B: No, it isn’t. It’s cloudy.
","A: 오늘 정말 아름다운 날씨지, 그렇지 않니?
B: 아니야, 흐려.
","A: (), doesn't it?
B: No, it ().
A: Isn’t she ()?
B: No, she’s ().
","부가의문문을 활용해 확인 요청할 수 있어요.
You can use tag questions to ask for confirmation.","It’s a beautiful day, ________?","오늘은 정말 아름다운 날이야, 그렇지?",is it,isn't it,aren't it,isn't it,2,"It ________, doesn't it?","날씨가 따뜻하지, 그렇지?",is cold,is warm,is heavy,is warm,2,"A: It looks bright outside, doesn't it? B: No, it doesn't. The forecast said it might rain. A: Isn't that surprising? B: Absolutely, it is!","A: 밖이 밝아 보이지, 그렇지? B: 아니, 그렇게 보이지 않아. 일기예보에서 비가 올 수도 있다고 했어. A: 정말 놀랍지 않아? B: 응, 정말 그래!"
111,702,중1,능률(양),2015,1,Meet My New Classmates,"I enjoy ()를 활용해 좋아하는 것을 표현하기.
","I enjoy reading.
","나는 독서를 즐겨요.
","I like ().
I’m fond of ().
","좋아하는 것을 표현할 수 있어요.
I enjoy ()를 활용해 좋아하는 것을 표현할 수 있어요.",I enjoy ______.,나는 독서를 즐겨요.,singing,reading,dancing,reading,2,I like ______.,나는 독서를 좋아해.,writing,reading,driving,reading,2,A: I enjoy painting. B: That's wonderful! A: I like painting. B: Your creativity is inspiring.,A: 나는 그림 그리는 것을 즐겨요. B: 정말 멋져요! A: 나는 그림 그리는 것을 좋아해요. B: 너의 창의력이 감탄스러워.
112,702,중1,능률(양),2015,2,Fun Plans for Happy Days,"be interested in ()를 활용해 관심을 표현하기. # 주어 포함됨
","She is interested in history.
","그녀는 역사에 관심이 있어요.
","() enjoy learning about ().
() am/are/is fascinated by ().
","be interested in ()를 활용해 관심을 표현할 수 있어요.
주어를 포함한 관심 표현 문장을 익힐 수 있어요.",She ______ history.,그녀는 역사에 관심이 있어요.,is fascinated by,is involved in,is interested in,is interested in,3,They ______ art.,그들은 미술에 대해 배우는 것을 즐겨요.,prefer reading about,enjoy learning about,are excited about,enjoy learning about,2,"A: He is interested in art. B: That's really impressive. A: They enjoy learning about classical sculptures. B: Wow, that sounds fascinating.","A: 그는 미술에 관심이 있어요. B: 정말 인상적이네요. A: 그들은 고전 조각에 대해 배우는 것을 즐겨요. B: 와, 정말 매력적이에요."
113,702,중1,능률(양),2015,3,"Thank You, My Family","Why don’t you ()?를 활용해 제안하기.
","Why don’t you try this?
","이걸 시도해 보는 게 어때요?
","How about ()?
You should ().
","다른 사람에게 제안을 할 수 있어요.
You can make suggestions using 'Why don’t you try this?'",Why don’t you ___ this?,왜 너는 이것을 시도해보지 않아?,ignore,try,avoid,try,2,How about this? You should ___.,이것은 어때? 너는 이것을 시도해봐.,stop,try,ignore,try,2,A: Why don’t you try this new restaurant? B: It looks promising. A: How about going there tonight? You should check it out.,A: 왜 이 새로운 식당을 가보지 않아? B: 꽤 좋아 보이네. A: 오늘 밤 거기 가는 건 어때? 너는 확인해봐.
114,702,중1,능률(양),2015,4,"Get Healthy, Be Happy!","Would you like ()?를 활용해 음식을 권유하기.
","Would you like some tea?
","차 한 잔 드실래요?
","Do you want ()?
How about some ()?
","상대방에게 음식을 권유하는 표현을 사용할 수 있어요.
You can offer food using 'Would you like ()?' expressions.",Would you like some ___?,차 좀 드실래요?,water,tea,coffee,tea,2,Do you want some tea? How about some ___?,차 마실래요? 차는 어떠세요?,coffee,tea,juice,tea,2,"A: Would you like some coffee? B: Yes, please. A: Do you want some coffee? How about some freshly brewed coffee?","A: 커피 좀 하실래요? B: 네, 부탁해요. A: 커피 드실래요? 갓 내린 커피는 어떠세요?"
115,702,중1,능률(양),2015,5,Why in the World?,"몰랐던 정보를 듣고 놀라움을 표현하기.
","That’s surprising!
","그거 놀랍네요!
","I can’t believe it!
That’s incredible!
","몰랐던 정보를 듣고 놀라움을 표현할 수 있어요.
That’s surprising! 와 I can’t believe it! That’s incredible! 같은 표현을 사용할 수 있어요.",That’s _______!,정말 놀랍다!,amazing,incredible,surprising,surprising,3,I can’t believe it! That’s _______!,믿을 수 없어요! 정말 굉장해요!,surprising,incredible,unbelievable,incredible,2,A: I just heard some unexpected news. B: That’s surprising! A: I can’t believe it! That’s incredible!,A: 방금 예상치 못한 소식을 들었어. B: 정말 놀랍다! A: 믿을 수 없어! 정말 굉장해!
116,702,중1,능률(양),2015,6,For a Better World,"Can you ()?를 활용해 요청 표현하기.
","Can you help me?
","저를 도와주실 수 있나요?
","Could you ()?
Would you mind ()?
","요청을 표현하는 다양한 방법을 사용할 수 있어요.
'Can you help me?'와 같은 표현을 활용하여 도움을 요청할 수 있어요.",Can you ___ me?,저를 도와줄 수 있나요?,find,help,call,help,2,Would you mind ___ me?,저를 도와주실래요?,to help,helping,help,helping,2,A: Can you help me move this table? B: Of course. A: Would you mind helping me pack the books? B: No problem at all.,A: 이 탁자를 옮길 수 있도록 도와줄 수 있나요? B: 물론이죠. A: 책들을 싸는 데 도와주실래요? B: 전혀 문제 없어요.
117,702,중1,능률(양),2015,7,Let's Go Green,"Now let’s ()를 활용해 주제를 소개하기.
","Now let’s talk about history.
","이제 역사에 대해 이야기해 보자.
","Let’s discuss ().
Let’s start with ().
","주제를 소개하는 표현을 사용할 수 있어요.
Now let’s talk about history.와 같은 표현을 사용할 수 있어요.",Now let's _____ about history.,이제 역사에 대해 이야기해보자.,speak,talk,discuss,talk,2,Let’s discuss ___.,이제 역사에 대해 토론해보자.,sports,history,science,history,2,A: Now let's talk about art. B: I love art because it inspires me. A: Let's start with painting. B: Painting always sparks my creativity.,"A: 자, 이제 미술에 대해 이야기해보자. B: 미술은 영감을 주어서 좋아. A: 그림부터 시작하자. B: 그림은 항상 내 창의력을 불러일으켜."
