,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,911,중1,6,stretch,스트레칭을 하다,1,동사,12585,28386,[streʧ],"Every morning, I stretch for ten minutes to effectively relieve tension from my tight muscles.","매일 아침, 저는 10분 동안 스트레칭을 하여 근육의 긴장을 효과적으로 풀어요.",TRUE,,,
중고등1200,912,중1,6,stretch,"길게 뻗은 지역,해협",2,명사,2919,31145,[streʧ],The famous stretch of sea between the islands has always fascinated many adventurous travelers worldwide.,"유명한 해협은 섬들 사이에 위치해 있으며, 많은 모험가 여행객들을 항상 매료시켰어요.",TRUE,,,
중고등1200,913,중1,6,stretch,"과장,확대해석",2,명사,4530,20194,[stréʧ],Her brilliant explanation unexpectedly became a stretch that exaggerated minor details into a grand story.,그녀의 훌륭한 설명은 뜻밖에도 사소한 세부사항들을 과장하여 웅장한 이야기로 확대해석되었어요.,TRUE,,,
중고등1200,914,중1,6,suit,적합하다,1,동사,2995,18073,[sú:t],The newly hired candidate must suit the company's demanding culture and rapid-paced work environment perfectly.,신입 채용된 후보는 회사의 까다로운 문화와 빠르게 변화하는 업무 환경에 꼭 적합해야 해요.,TRUE,,,
중고등1200,915,중1,6,suit,"맞다,적합하다",1,동사,8374,17380,[sú:t],I believe this elegant blue dress will suit me perfectly for the upcoming formal event.,이 우아한 파란 드레스가 다가오는 공식 행사에 제게 꼭 맞을 거라고 믿어요.,TRUE,,,
중고등1200,916,중1,6,suit,어울리다,1,동사,9621,27191,[suːt],"The new dress seriously seemed to suit her perfectly, accentuating her natural beauty and grace.",새로운 드레스가 진짜로 그녀에게 어울려 그녀의 자연미와 우아함을 돋보이게 했어요.,TRUE,,,
중고등1200,917,중1,6,suit,소송,2,명사,1906,23834,[súːt],The determined attorney initiated a suit against the prominent organization for severely violating consumer rights.,결단력 있는 변호사가 소비자 권리를 심각하게 침해한 유력 단체를 상대로 소송을 제기했어요.,TRUE,,,
중고등1200,918,중1,6,suit,정장 한 벌,2,명사,3778,6254,[sú:t],He wore a classic navy suit that made him feel confident and ready for success.,그는 클래식한 네이비 정장을 입어 자신감이 넘치며 중요한 회의에 당당히 참석할 준비가 되어있어요.,TRUE,,,
중고등1200,919,고2,11,supply,(군대) 보급품,2,명사,14866,583,[səplái],The military base successfully received a crucial supply shipment delivering essential provisions to every battalion.,군사 기지가 모든 대대에 필수 보급품을 전달하는 중요한 보급품 배송을 성공적으로 받았어요.,TRUE,,,
중고등1200,920,중1,6,suspect,"생각하다,추측하다",1,동사,2510,31233,[səspékt],I suspect strongly that the unusual noise in this building might indicate a serious problem.,저는 이 오래되고 음산한 건물에서 들리는 이상하고 두려운 소리가 분명히 심각한 문제를 암시하고 있다고 확신해요.,TRUE,,,
중고등1200,921,고2,11,tend,~하는 경향이 있다,1,동사,10744,6221,[ténd],People often tend to unnecessarily overestimate minor risks when making quick decisions about their lives.,사람들은 종종 인생에서 빠른 결정을 내릴 때 사소한 위험을 과대평가하는 경향이 있어요.,TRUE,,,
중고등1200,922,중1,6,throw,행사를 열다,1,동사,5338,18845,[θróu],We will throw an exciting summer festival for the entire local community to thoroughly enjoy.,우리는 지역 사회 전체가 충분히 즐길 수 있도록 신나는 여름 축제를 열어요.,TRUE,,,
중고등1200,923,중1,6,throw,던지다,1,동사,9377,1475,[θróu],I carefully learned to throw the ball accurately during our last intense baseball practice session.,나는 지난번 격렬한 야구 연습 시간 동안 공을 정확하게 던지는 법을 배웠어요.,TRUE,,,
중고등1200,924,고2,11,tin,양철,2,명사,2259,3712,[tín],He found a small tin box in the garage which reminded him of old days.,그는 차고에서 작은 양철 상자를 발견해서 옛날 기억을 떠올렸어요.,TRUE,,,
중고등1200,925,고2,11,tin,깡통,2,명사,6446,18848,[tín],"During the hike, I discovered a weathered tin can lodged beneath an ancient tree trunk.",하이킹 도중에 나는 오래된 깡통이 고목 아래 꽂혀 있는 것을 발견했어요.,TRUE,,,
중고등1200,926,중1,6,treat,치료하다,1,동사,725,16999,[trí:t],The doctor will treat the young patient with a revolutionary medicine and careful attention immediately.,의사는 혁신적인 약과 세심한 주의로 어린 환자를 즉시 치료할 거예요.,TRUE,,,
중고등1200,927,중1,6,treat,"대우하다,다루다",1,동사,826,1318,[trí:t],"I always treat each employee with absolute kindness, respect, and fairness during every challenging meeting.","저는 모든 직원들에게 절대적인 친절, 존중, 그리고 공정함으로 대우하며 매번 어려운 회의를 진행해요.",TRUE,,,
중고등1200,928,중1,6,treat,"대접하다,대접",1,동사,5842,19781,[trí:t],I was delighted to treat my friend to a lovely dinner at the new restaurant.,나는 새로운 레스토랑에서 친구에게 멋진 저녁 식사를 대접했어요.,TRUE,,,
중고등1200,929,중1,6,treat,특별 선물,2,명사,139,18870,[trí:t],I received a treat from my friend after delivering my challenging project presentation with confidence.,친구가 도전적인 프로젝트 발표를 마친 후 특별한 선물을 주었어요.,TRUE,,,
중고등1200,930,중1,6,uniform,"제복,교복",2,명사,3115,5150,[jú:nəfɔ̀:rm],"Every morning, students must wear their crisp, standard uniform before starting their daily school routine.","매일 아침, 학생들은 깔끔한 표준 교복을 입고 하루 일과를 시작해야 해요.",TRUE,,,
중고등1200,931,중1,6,uniform,교복,2,명사,11464,18891,[jú:nəfɔ̀:rm],"Every golden morning, children proudly wore their neat uniform before attending their school classes eagerly.","매일 아침, 아이들은 깔끔한 교복을 입고 학교 수업에 열정적으로 참석했어요.",TRUE,,,
중고등1200,932,중1,6,uniform,"균일한,획일적인",3,형용사,509,30546,[júːnəfɔ̀ːrm],The school enforced a uniform dress code to ensure a consistent and neat appearance daily.,학교에서는 일정한 이미지를 위해 매일 균일한 교복 착용을 요구했어요.,TRUE,,,
중고등1200,933,고2,11,unit,개체,2,명사,466,17405,[jú:nit],"The small computer unit, acting as an independent entity, contributed significantly to overall system performance.",그 작은 컴퓨터 개체는 독립적인 하나의 개체로 작동하며 전체 시스템 성능에 크게 기여했어요.,TRUE,,,
중고등1200,934,고2,11,unit,단위,2,명사,852,1362,[jú:nit],Each measurement was carefully recorded in individual units to ensure precise calculation and fair comparison.,각 측정값은 정확한 계산과 공정한 비교를 위해 개별 단위로 신중하게 기록되었어요.,TRUE,,,
중고등1200,935,중1,6,various,여러 가지의,3,형용사,7960,3853,[vέəriəs],"The museum displayed various paintings from different historical periods, impressing each visitor with its charm.",박물관은 여러 가지의 역사 시대의 그림들을 전시하며 방문객들에게 큰 감동을 주었어요.,TRUE,,,
중고등1200,936,중1,6,background,배경,2,명사,1399,2272,[bǽkgràund],"The artist diligently created a detailed background for the new portrait, enhancing its overall appearance.",그 화가는 새 초상화를 위해 정교한 배경을 창조하며 작품의 전체적인 분위기를 높였어요.,TRUE,,,
중고등1200,937,중1,6,balloon,풍선,2,명사,3725,6168,[bəlú:n],The bright red balloon gracefully floated gently above the busy street during the lively festival.,밝은 빨간 풍선이 활기찬 축제 중에 분주한 거리 위를 우아하게 떠다녔어요.,TRUE,,,
중고등1200,938,중1,6,band,밴드,2,명사,378,16741,[bǽnd],The talented young rock band performed at the local music festival on a sunny afternoon.,재능 있는 젊은 록 밴드가 맑은 오후에 지역 음악 축제에서 공연했어요.,TRUE,,,
중고등1200,939,중1,6,band,띠,2,명사,1081,1720,[bǽnd],The child wrapped a bright blue band around her wrist to keep her hair tidy.,어린이는 머리를 정돈하기 위해 밝은 파란 띠를 손목에 감았어요.,TRUE,,,
중고등1200,940,중1,6,band,팔찌,2,명사,8986,30579,[bænd],"Every morning, she gently fastened a delicate band around her wrist as a stylish accessory.","매일 아침, 그녀는 손목에 섬세한 팔찌를 부드럽게 차며 세련된 액세서리로 완성했어요.",TRUE,,,
중고등1200,941,중1,6,band,무리,2,명사,14407,17039,[bǽnd],"The cheerful band of talented musicians performed brilliantly on stage, captivating everyone with soulful melodies.",재능 있는 음악가 무리가 무대에서 빛나게 연주하며 모든 이들을 사로잡았어요.,TRUE,,,
중고등1200,942,중1,6,bean,콩,2,명사,3539,5884,[bí:n],I carefully planted a tiny bean seed in my garden to grow healthy plants today.,나는 오늘 정원을 위해 건강한 식물을 기르기 위해 조심스럽게 작은 콩 씨앗을 심었어요.,TRUE,,,
중고등1200,943,중1,6,beat,"(심장/맥박이) 뛰다,때리다",1,동사,321,21770,[bí:t],"After exercising intensely, my heart began to beat rapidly while I enjoyed feeling extremely energized.","격렬하게 운동한 후, 내 심장이 빠르게 뛰기 시작하여 매우 에너지가 넘치는 즐거운 기분을 진하게 느꼈어요.",TRUE,,,
중고등1200,944,중1,6,beat,때리다,1,동사,1052,1674,[bí:t],The determined boxer did not hesitate to beat his skilled opponent during the intense match.,결연한 복서가 격렬한 시합 중에 숙련된 상대를 때리기를 주저하지 않았어요.,TRUE,,,
중고등1200,945,중1,6,beat,이기다,1,동사,2027,16745,[bí:t],Our team worked diligently and managed to beat their opponents in the challenging finals battle.,우리 팀은 열심히 노력해서 어려운 결승전 경기에서 상대팀을 이겼어요.,TRUE,,,
중고등1200,946,중1,6,beat,휘젓다,1,동사,3974,18185,[bí:t],I carefully beat the eggs with a whisk to create a light and fluffy mixture.,나는 조심스럽게 계란을 휘저어 가볍고 부드러운 반죽을 만들었어요.,TRUE,,,
중고등1200,947,중1,6,beat,"이기다,치다,두드리다",1,동사,12370,25984,[bí:t],The boxer was determined to beat his strong rival by striking him in the ring.,그 복서는 링 안에서 상대방을 치며 강력한 라이벌을 이기려고 결심했어요.,TRUE,,,
중고등1200,948,중1,6,beat,"순찰,관할",2,명사,2004,19839,[bí:t],The veteran police officer walked his beat diligently every night through his designated patrol area.,경험 많은 경찰관은 매일 밤 자신의 관할 구역을 정해진 순찰로 성실하게 걸었어요.,TRUE,,,
중고등1200,949,중1,6,beat,박자,2,명사,12463,17048,[bí:t],The steady beat of the drum kept everyone dancing and clapping throughout the great performance.,드럼의 일정한 박자가 모두를 신나게 춤추고 박수를 치게 했어요.,TRUE,,,
중고등1200,950,중1,6,bend,"구부리다,굽히다",1,동사,461,736,[bénd],The experienced handyman carefully tried to bend the old iron pipe into a perfect curve.,경험이 풍부한 기술자가 완벽한 곡선을 만들기 위해 오래된 철 파이프를 조심스럽게 구부렸어요.,TRUE,,,
중고등1200,951,중1,6,bend,(의지를) 굽히다,1,동사,15353,22529,[bénd],"Despite persistent criticism, the brave leader steadfastly refused to bend his determination against overwhelming challenges.","끊임없는 비판에도 불구하고, 용감한 지도자는 압도적인 도전 앞에서도 자신의 의지를 굽히지 않았어요.",TRUE,,,
중고등1200,952,중1,6,bite,물다,1,동사,1286,2075,[báit],"During our hike, the small dog tried to bite a buzzing bee on its path.",하이킹 도중 작은 강아지가 지나가는 길에서 윙윙거리는 벌을 물어보려 했어요.,TRUE,,,
중고등1200,953,중1,6,bite,물린 상처,2,명사,12729,30677,[bait],I noticed a painful bite on my leg after encountering a mosquito during my hike.,저는 하이킹 도중 모기에 물린 상처를 발견하고 많이 아팠어요.,TRUE,,,
중고등1200,954,중1,6,bite,한 입,2,명사,12831,18195,[báit],"During our pleasant picnic, I took a small bite of a delicious, freshly-cut fruit salad.","즐거운 소풍 도중에, 나는 맛있게 자른 과일 샐러드에서 한 입 먹었어요.",TRUE,,,
