학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초5,YBM(김),2015 개정 교육과정,7,What Time Do You Get Up?,"• 일과 묻고 답하기: What time do you get up? — I get up at 7 o’clock.
• 잘한 일 승인하기: Well done!",,"air, around, bird, early, every, fresh, get, inside, question, ready, start",여러 나라의 특별한 하루 일과,"개인 생활, 진로 문제, 학교생활과 교우 관계","[DESCRIPTION]

질문 및 응답 문장을 활용해 하루의 일과에 대해 묻고 답하기.

[KEY_EXPRESSION]

A: What time do you wake up?
B: I wake up at 6:30.

[SUB_EXPRESSION_1]

A: What time do you go to bed?
B: I go to bed at ().

[SUB_EXPRESSION_2]

A: When do you have breakfast?
B: I have breakfast at ().","[DESCRIPTION]

칭찬 표현을 이용해 상대방의 잘한 일 인정하기.

[KEY_EXPRESSION]

Good job!

[SUB_EXPRESSION_1]

Nice work!

[SUB_EXPRESSION_2]

Great effort!",,,
초5,YBM(김),2015 개정 교육과정,8,Where Are You From?,"• 출신지 묻고 답하기: Where are you from? — I’m from Korea.
• 헤어질 때 인사하기: Have a good day.",,"but, city, country, cousin, drink, from, live, tea, travel, world (외래어) jacket, piano",여러 나라의 위인,"학교생활, 다양한 문화권의 생활/예절","[DESCRIPTION]

출신지를 묻고 답할 때 사용하는 표현을 학습하기.

[KEY_EXPRESSION]

A: Where are you from?
B: I'm from Japan.

[SUB_EXPRESSION_1]

A: Where do you come from?
B: I come from ().

[SUB_EXPRESSION_2]

A: Which country are you from?
B: I'm from ().","[DESCRIPTION]

헤어질 때 사용하는 인사 표현을 통해 상대방에게 긍정적인 하루를 기원하기.

[KEY_EXPRESSION]

Have a pleasant day.

[SUB_EXPRESSION_1]

Take care!

[SUB_EXPRESSION_2]

See you soon!",,,
초5,YBM(김),2015 개정 교육과정,9,I Went to the Museum,"• 과거에 한 일 묻고 답하기: What did you do yesterday? — I went to the history museum.
• 과거의 일에 대한 소감 나타내기: I had a great time.",,"call, foot, history, Korean, learn, miss, museum, space, visit, yesterday (외래어) cabinet, center, robot",여러 나라의 이색 박물관,"학교생활과 교우 관계, 취미, 오락, 건강 등 여가 선용","[DESCRIPTION]

과거시제 동사를 활용해 이전에 한 일 묻고 답하기.

[KEY_EXPRESSION]

A: What did you do yesterday?
B: I went to the park.

[SUB_EXPRESSION_1]

A: What were you up to yesterday?
B: I visited the (place).

[SUB_EXPRESSION_2]

A: How did you spend yesterday?
B: I enjoyed (activity).","[DESCRIPTION]

have a great time 표현을 통해 과거의 일에 대한 긍정적인 소감 나타내기.

[KEY_EXPRESSION]

I enjoyed the event.

[SUB_EXPRESSION_1]

I had fun yesterday.

[SUB_EXPRESSION_2]

I felt happy then.",,,
초5,YBM(김),2015 개정 교육과정,10,What Does He Look Like?,"• 생김새 묻고 답하기: What does he look like? — He has short hair.
• 옷차림 묘사하기: She’s wearing a yellow shirt.",,"brown, curly, ear, eye, hair, leg, little, prince, right, straight, tail, wear (외래어) coat, shirt, star",유명한 동화 속 주인공의 생김새와 옷차림,"사회생활과 대인 관계, 취미, 오락 등 여가 선용","[DESCRIPTION]

""look like""를 활용해 생김새 묻고 답하기.

[KEY_EXPRESSION]

A: What does she look like?
B: She has curly hair.

[SUB_EXPRESSION_1]

A: Could you describe her appearance?
B: She has ().

[SUB_EXPRESSION_2]

A: What kind of hair does he have?
B: He has ().","[DESCRIPTION]

be wearing을 활용해 사람의 옷차림 묘사하기.

[KEY_EXPRESSION]

She's wearing a blue dress.

[SUB_EXPRESSION_1]

I am dressed in a () outfit.

[SUB_EXPRESSION_2]

They are putting on their () clothes.",,,
초5,YBM(김),2015 개정 교육과정,11,He’s Listening to Music,"• 지금 하고 있는 일 묻고 답하기: What is he doing? — He’s listening to music.
• 다른 사람의 기분이나 상태 나타내기: He looks happy.",,"all, by, easy, hard, listen, over, pass, story, wall (외래어) salad, steak",여러 나라의 옛 벽화에 그려진 사람들의 모습,"교우 관계, 여가 선용, 공중도덕","[DESCRIPTION]

현재 진행형을 사용하여 누군가가 지금 무엇을 하고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: What is he doing?
B: He's reading a book.

[SUB_EXPRESSION_1]

A: What is she doing?
B: She's ()ing.

[SUB_EXPRESSION_2]

A: What is happening over there?
B: He's ()ing.","[DESCRIPTION]

He looks ()를 활용해 다른 사람의 기분이나 상태 나타내기.

[KEY_EXPRESSION]

He seems cheerful.

[SUB_EXPRESSION_1]

She appears content.

[SUB_EXPRESSION_2]

They look delighted.",,,
초5,YBM(김),2015 개정 교육과정,12,They’re Three Dollars,"• 가격 묻고 답하기: How much are these pants? — They’re ten dollars.
• 허가 여부 묻고 답하기: May I try on these pants? — Sure.",,"band, cup, gift, may, rock, sale, ticket, turn (외래어) orange",우리나라와 미국의 화폐,"대인 관계, 예절, 책임감","[DESCRIPTION]

가격을 묻고 답하는 표현을 활용해 대화하기.

[KEY_EXPRESSION]

A: How much is this shirt?
B: It's eight dollars.

[SUB_EXPRESSION_1]

A: What's the price of this watch?
B: It's () dollars.

[SUB_EXPRESSION_2]

A: How many dollars is this item?
B: It's ().","[DESCRIPTION]

May I를 활용해 허가 여부 묻고 답하기.

[KEY_EXPRESSION]

A: May I borrow this book?
B: Sure.

[SUB_EXPRESSION_1]

A: Can I use the computer?
B: Certainly.

[SUB_EXPRESSION_2]

A: Might I open the window?
B: Of course.",,,
초5,YBM(김),2015 개정 교육과정,13,Where Is the Gift Shop?,"• 위치 묻고 답하기: Where is the restaurant? — It’s next to the gift shop.
• 감사하고 이에 답하기: Thank you. — No problem.",,"behind, between, front, map, of, park, problem, restaurant, science, town",여러 나라의 유명한 곳,"대인 관계, 배려, 책임감, 학교생활, 봉사","[DESCRIPTION]

위치 표현을 사용해 물건의 위치 묻고 답하기.

[KEY_EXPRESSION]

A: Where is the library?
B: It's near the coffee shop.

[SUB_EXPRESSION_1]

A: Where can I find the ( )?
B: It's located ( ) the ( ).

[SUB_EXPRESSION_2]

A: Where is the ( )?
B: It's ( ).","[DESCRIPTION]

감사를 전하고 이에 답하는 표현 활용하기.

[KEY_EXPRESSION]

A: Thank you so much!
B: You're welcome.

[SUB_EXPRESSION_1]

A: Thanks a lot!
B: No big deal.

[SUB_EXPRESSION_2]

A: I appreciate it!
B: Anytime.",,,
초5,YBM(김),2015 개정 교육과정,14,What Do You Do in Your Free Time?,"• 여가 활동 묻고 답하기: What do you do in your free time? — I grow vegetables.
• 축하, 칭찬하기: Good for you!",,"area, bake, bear, exercise, food, free, melt, student, warm (외래어) scarf",여러 나라의 여가 놀이,"여가 선용, 직업, 과학, 학교생활과 교우 관계, 배려","[DESCRIPTION]

free time라는 표현을 활용해 여가 활동 묻고 답하기.

[KEY_EXPRESSION]

A: What do you do for fun?
B: I paint pictures.

[SUB_EXPRESSION_1]

A: What activities do you enjoy in your leisure time?
B: I () for fun.

[SUB_EXPRESSION_2]

A: What do you like to do when you're not working?
B: I enjoy ().","[DESCRIPTION]

칭찬 표현을 활용해 상대방을 격려하거나 축하하기.

[KEY_EXPRESSION]

Great for you!

[SUB_EXPRESSION_1]

Well done!

[SUB_EXPRESSION_2]

Way to go!",,,
초5,YBM(최),2015 개정 교육과정,1,I’m from Mexico,"• 출신 국가를 묻고 답하기: Where are you from? - I’m from Mexico.
• 이름의 철자를 묻고 답하기: How do you spell your name? - M-A-R-I-O.",,"Korea, Australia, China, the U.K., Kenya, Mexico, around, from, spell, world","여러 나라의 수도, 국가 정보 카드 만들고 대화하기(교과 연계: 사회)","학교생활, 교우 관계, 다양한 문화권","[DESCRIPTION]

Where are you from?에 대한 답변을 통해 출신 국가를 묻고 답하기.

[KEY_EXPRESSION]

A: Where are you from?
B: I'm from Japan.

[SUB_EXPRESSION_1]

A: What country are you from?
B: I'm from ().

[SUB_EXPRESSION_2]

A: Which place do you hail from?
B: I come from ().","[DESCRIPTION]

How do you spell ()?를 통해 이름의 철자를 묻고 답하기.

[KEY_EXPRESSION]

A: How do you spell your first name?
B: J-O-H-N.

[SUB_EXPRESSION_1]

A: Can you spell your full name for me?
B: ()-()-()-().

[SUB_EXPRESSION_2]

A: Could you tell me the spelling of your name?
B: ()-()-()-().",,,
초5,YBM(최),2015 개정 교육과정,2,What Are These?,"• 여러 개의 물건이 무엇인지 묻고 답하기: What are these? - They’re plates.
• 이해했음을 나타내는 말 하기: They’re mirrors. - Oh, I see.",,"bowl, button, crown, fan, lamp, mirror, pencil case, plate, spoon, they, use, with",여러 나라의 유물,"교우 관계, 다양한 문화권","[DESCRIPTION]

'What are these?'을 활용해 여러 개의 물건이 무엇인지 묻고 답하기.

[KEY_EXPRESSION]

A: What are these?
B: They're books.

[SUB_EXPRESSION_1]

A: What are those?
B: They're ().

[SUB_EXPRESSION_2]

A: What are they called?
B: They're ().","[DESCRIPTION]

이해했음을 나타내기 위한 표현으로 'I see' 등 간단한 표현 활용하기.

[KEY_EXPRESSION]

Oh, I get it.

[SUB_EXPRESSION_1]

I understand.

[SUB_EXPRESSION_2]

Got it.",,,
초5,YBM(최),2015 개정 교육과정,3,Can I Take a Picture?,"• 허락을 구하고 이에 답하기: Can I feed the beavers? - Yes, you can. / Sorry, you can’t.
• 감사하는 말에 답하기: Thanks. - My pleasure.",,"ask, back, beaver, expensive, feed, flower, get, horse, parrot, pleasure, restroom, say, silver, take, try, zookeeper",여러 나라에서 허락을 구해야 하는 행동,"교우 관계, 다양한 문화권","[DESCRIPTION]

can를 사용하여 허락을 구하고 이에 대해 긍정 또는 부정으로 답하기.

[KEY_EXPRESSION]

A: Can I play with the puppy?
B: Yes, you can.

[SUB_EXPRESSION_1]

A: Could I try this candy?
B: Sure, you can.

[SUB_EXPRESSION_2]

A: May I read that book?
B: Sorry, you can’t.","[DESCRIPTION]

답례 표현을 활용해 감사하는 말에 답하기.

[KEY_EXPRESSION]

You're welcome.

[SUB_EXPRESSION_1]

No problem.

[SUB_EXPRESSION_2]

Anytime.",,,
초5,YBM(최),2015 개정 교육과정,4,Whose Shoes Are These?,"• 물건의 주인이 누구인지 묻고 답하기: Whose belt is this? - It’s Suho’s.
• 물건을 묘사하는 말 하기: His shoes are very big.",,"gloves, plant, put, shoes, socks, whose",여러 나라의 전통 신발,"개인 생활, 학교생활, 여가 선용 (운동), 자연 현상 (식물)","[DESCRIPTION]

Whose ()?를 활용해 물건의 주인이 누구인지 묻고 답하기.

[KEY_EXPRESSION]

A: Whose bag is this?
B: It's Mina's.

[SUB_EXPRESSION_1]

A: Who owns this bag?
B: It's ()'s.

[SUB_EXPRESSION_2]

A: To whom does this belong?
B: It's ()'s.","[DESCRIPTION]

주격을 활용해 사물의 외형을 묘사하기.

[KEY_EXPRESSION]

Those chairs are quite large.

[SUB_EXPRESSION_1]

These bags are very ()

[SUB_EXPRESSION_2]

Those books are quite ()",,,
초5,YBM(최),2015 개정 교육과정,5,My Favorite Subject Is Music,"• 좋아하는 과목을 묻고 답하기: What’s your favorite subject? - My favorite subject is music.
• 좋아하는 활동을 말하기: I like singing songs.",,"English, favorite, food, games, Korean, math, much, robot, science, sky, song, sport, story, study, subject",다른 나라 어린이들이 즐겨 부르는 민요,"개인 생활, 학교생활, 교우 관계","[DESCRIPTION]

favorite를 활용해 좋아하는 과목을 묻고 답하기.

[KEY_EXPRESSION]

A: What's your favorite subject?
B: My favorite subject is math.

[SUB_EXPRESSION_1]

A: Which subject do you like most?
B: I prefer ().

[SUB_EXPRESSION_2]

A: What's the subject you like best?
B: My favorite is ().","[DESCRIPTION]

like를 사용하여 개인의 선호하는 활동 표현하기.

[KEY_EXPRESSION]

A: What activity do you enjoy?
B: I like sketching pictures.

[SUB_EXPRESSION_1]

A: What's your favorite thing to do?
B: I like ()ing ().

[SUB_EXPRESSION_2]

A: Do you like drawing?
B: Yes, I enjoy ()ing ().",,,
초5,YBM(최),2015 개정 교육과정,6,I Get Up at Five,"• 일과를 묻고 답하기: What time do you get up? - I get up at 6.
• 판단하는 말 하기: That’s very early.",,"announcer, bird, early, exercise, fast, father, home, 단원 번호, sleep, then, tomorrow, work",다른 나라 친구들의 학교 생활,"개인 생활, 학교생활, 직업 및 진로, 여가 선용","[DESCRIPTION]

What time ()를 활용해 상대방의 일과 시간에 대해 묻고 답하기.

[KEY_EXPRESSION]

What time do you wake up? I wake up at 7.

[SUB_EXPRESSION_1]

When do you rise? I get up at ().

[SUB_EXPRESSION_2]

When do you start your day? I begin my day at ().","[DESCRIPTION]

상황이나 대상에 대해 판단하거나 의견 표현하기.

[KEY_EXPRESSION]

That's very early.

[SUB_EXPRESSION_1]

That's quite early.

[SUB_EXPRESSION_2]

That's somewhat early.",,,
초5,YBM(최),2015 개정 교육과정,7,I Will Join a Book Club,"• 미래의 계획을 묻고 답하기: What will you do this summer? - I will join a book club.
• 관심 표현하는 말 하기: That sounds great.",,"bike, boat, buy, catch, club, interest, join, park, ride, sea, sell, visit, weekend, will",세계 여러 나라의 시장,"개인 생활, 학교생활, 직업 및 진로, 여가 선용 (운동)","[DESCRIPTION]

미래 시제 will를 활용해 미래의 계획을 묻고 답하기.

[KEY_EXPRESSION]

A: What will you do this weekend?
B: I will visit my grandparents.

[SUB_EXPRESSION_1]

A: What are your plans for this afternoon?
B: I will ().

[SUB_EXPRESSION_2]

A: What do you aim to do tomorrow?
B: I will ().","[DESCRIPTION]

긍정적인 관점에서 상대방의 의견에 대해 반응하기.

[KEY_EXPRESSION]

That seems wonderful.

[SUB_EXPRESSION_1]

That looks amazing.

[SUB_EXPRESSION_2]

That appears fantastic.",,,
초5,YBM(최),2015 개정 교육과정,8,I Went to the Beach,"• 과거에 한 일을 묻고 답하기: What did you do last summer? - I went to the beach and rode in a boat.
• 과거에 한 일에 관한 느낌을 묻고 답하기: How was it? - It was fun.",,"beach, beast, enjoy, family, last, learn, miss, museum, palace, yesterday",여러 나라의 유명한 관광지,"개인 생활, 학교생활, 교우 관계, 다양한 문화권","[DESCRIPTION]

과거 시제를 활용해 과거에 한 일에 대해 묻고 답하기.

[KEY_EXPRESSION]

A: What did you do during your vacation?
B: I visited a zoo and saw animals.

[SUB_EXPRESSION_1]

A: What did you enjoy yesterday?
B: I () and also ().

[SUB_EXPRESSION_2]

A: Where did you go before?
B: I went to () and ()ed there.","[DESCRIPTION]

was를 활용해 과거에 한 일에 관한 느낌을 묻고 답하기.

[KEY_EXPRESSION]

A: How was the trip?
B: It was awesome.

[SUB_EXPRESSION_1]

A: How was the event?
B: It was ().

[SUB_EXPRESSION_2]

A: How did it go?
B: It was ().",,,
초5,YBM(최),2015 개정 교육과정,9,Where Is the Ticket Office?,"• 길을 묻고 답하기: Where is the 4D Studio? - Go straight and turn right. It’s on your left.
• 장소의 위치를 나타내는 말 하기: It’s on your right.",,"block, excuse, front, garden, left, library, next, of, post office, shop, straight, turn",세계의 유명한 장소,"여가 선용, 공동체 생활, 지역 사회, 협력, 배려","[DESCRIPTION]

방향 안내 관련 표현을 활용해 길 묻고 답하기.

[KEY_EXPRESSION]

A: Where is the City Library?
B: Go straight and turn left. It's beside the park.

[SUB_EXPRESSION_1]

A: Where can I find ()?
B: Go straight and then (). It's near ().

[SUB_EXPRESSION_2]

A: How do I get to ()?
B: Go down this way and then (). It's () from there.","[DESCRIPTION]

위치 설명 표현을 활용해 장소의 위치를 나타내기.

[KEY_EXPRESSION]

It's on the left side.

[SUB_EXPRESSION_1]

It's next to ().

[SUB_EXPRESSION_2]

It's opposite to ().",,,
초5,YBM(최),2015 개정 교육과정,10,How Much Are These Gloves?,"• 물건의 가격을 묻고 답하기: How much is this cap? - It’s nine hundred won.
• 도움을 제안하고 이에 답하기: Can I help you? - Yes, please.",,"away, hundred, pants, sale, scarecrow, short, sunglasses, thousand",여러 나라의 화폐 단위,"개인 생활, 가정생활","[DESCRIPTION]

How much is ()를 활용해 물건의 가격을 묻고 답하기.

[KEY_EXPRESSION]

A: How much is this book?
B: It’s five dollars.

[SUB_EXPRESSION_1]

A: What’s the price of this item?
B: It costs ().

[SUB_EXPRESSION_2]

A: How much does this pen cost?
B: It is ().","[DESCRIPTION]

도움 제안 및 이를 수락하는 표현 학습하기.

[KEY_EXPRESSION]

A: Can I help you?
B: Yes, I would appreciate it.

[SUB_EXPRESSION_1]

A: Shall I assist you?
B: Yes, thank you.

[SUB_EXPRESSION_2]

A: Can I offer my help?
B: Sure, thank you.",,,
