example_english,example_korean
The clear water in the tranquil lake will reflect the shimmering sunlight perfectly at sunrise.,맑은 물이 고요한 호수에 비추어져 햇살이 완벽하게 반사되는 모습을 보여요.
I take a quiet moment each day to deeply reflect on my various life experiences.,저는 매일 조용한 시간을 갖고 다양한 인생 경험에 대해 깊이 생각해요.
The clear lake will reflect the beautiful sunset colors perfectly across the serene sky gracefully.,맑은 호수는 아름다운 석양의 색들을 완벽하게 반영하여 고요한 하늘에 펼쳐질 거예요.
The government has invested significantly in that remote region to boost local development and infrastructure.,정부는 그 외진 지방에 상당한 투자를 하여 지역 발전과 인프라 개선을 도모했어요.
The doctor carefully examined the patient's injured region to determine the extent of damage thoroughly.,의사는 환자의 다친 신체 부분을 철저히 검사하여 손상 정도를 결정했어요.
He maintained a regular schedule by waking up early each day to exercise and plan.,그는 매일 아침 일찍 일어나 운동하고 하루 계획을 세워 규칙적인 생활을 이어갔어요.
Michael always keeps a regular routine at the same hour every day for optimal health.,마이클은 최상의 건강을 위해 매일 같은 시간에 평범한 일상을 유지해요.
I felt immense relief when I finally heard the very reassuring news about my recovery.,회복에 관한 매우 안심되는 소식을 마침내 듣고 큰 안도감을 느꼈어요.
Volunteers quickly delivered necessary relief to affected families during the natural disaster that struck unexpectedly.,자원봉사자들이 갑작스럽게 발생한 자연재해 이후 피해 가족들에게 필요한 구호 물자를 신속하게 전달했어요.
"After finishing his overnight duty, the relief nurse entered smoothly to relieve the tired team.","야간 근무를 마친 후, 교대 근무의 간호사가 피곤한 팀을 대신해 들어갔어요."
"This medication provided significant relief, greatly reducing the persistent pain and discomfort from my injury.",이 약은 제 부상의 지속적인 통증과 불편함을 크게 경감시켜 주었어요.
The professor requires every student to complete all of their course assignments diligently on time.,교수님은 모든 학생들이 제때에 강의 과제를 꾸준하게 완료하길 요구해요.
Several companies require each employee to complete thorough training before starting their new job role.,여러 회사들은 각 직원이 새로운 직무를 시작하기 전에 철저한 훈련을 완료하는 것을 필요로 해요.
"Every weekend, I reserve a specific table at the new restaurant for my family gatherings.",나는 매주 주말마다 새로운 레스토랑에서 가족 모임을 위해 특정 테이블을 예약해요.
"Before planning the community event, I always reserve a section in the park for refreshments.","커뮤니티 행사를 계획하기 전에, 나는 공원에서 간식을 위해 한 구역을 남겨두어요."
The government maintained a secret reserve of essential medical supplies to effectively handle unexpected emergencies.,정부는 예기치 못한 비상 사태에 효과적으로 대응하기 위해 필수 의약품 비축물을 비밀리에 관리했어요.
"During the intense team meeting, his quiet reserve and careful personality impressed all his colleagues.","강렬한 팀 회의 동안, 그의 조용한 내성적 태도와 신중한 성격이 모든 동료들에게 깊은 인상을 주었어요."
"The protected wildlife reserve is home to many endangered species, and visitors are welcome here.",이 보호구역은 희귀한 동물들이 안전하게 살고 있어 많은 사람들이 찾고 있어요.
"During the protest, determined citizens courageously tried to resist	unpopular policies imposed by government officials.",시위 중에 단호한 시민들이 정부 공무원들이 부과한 부당한 정책에 대항하려고 노력했어요.
"After a long, successful career, he decided to retire early and embrace a relaxing lifestyle.","오랜 성공적인 경력을 마친 후, 그는 조기에 퇴직하고 여유로운 생활을 즐기기로 결정했어요."
"After a distinguished forty-year career, he finally decided to retire and pursue his lifelong travels.",빛나는 40년 경력을 마친 그는 결국 은퇴하기로 결정하고 평생 꿈꿔온 여행을 시작했어요.
"Late at night, the notorious bandit attempted to rob a heavily guarded bank for money.","늦은 밤, 악명 높은 강도가 돈을 위해 엄중하게 경비된 은행을 훔치려고 했어요."
"While playing at the park, I accidentally dropped a small rubber ball that bounced energetically.","공원에서 놀다가 제가 작은 고무공을 실수로 떨어뜨렸는데, 그 공이 아주 활기차게 튀었어요."
"Each month, my reliable salary	is automatically deposited into my bank account, ensuring financial stability.","매달 저의 확실한 월급은	자동으로 은행 계좌에 입금되어, 재정 안정을 보장해요."
The team planned to scale the cliff early in the morning to mark their achievement.,그 팀은 아침 일찍 절벽을 오르기로 계획하여 성취를 기념했어요.
I used a scale to measure the precise weight of all fruits in the market.,저는 시장에서 모든 과일의 무게를 정확하게 측정하기 위해 저울을 사용했어요.
"The antique clock displayed a finely carved scale, accurately showing every minute of passing time.","그 오래된 시계는 정교하게 조각된 눈금을 보여주며, 매 분마다 정확하게 시간을 나타냈어요."
We bought a new scale to accurately measure our weight before beginning our health journey.,우리는 건강한 여정을 시작하기 전에 정확하게 체중을 재기 위해 새 체중계를 구입했어요.
The shimmering scale on the fish reflected the bright sunlight during its swift swimming race.,물고기의 빛나는 비늘이 따뜻한 햇빛 아래서 아름답게 반짝이며 신속하게 헤엄쳤어요.
This intricate scale provided a highly standardized criterion to measure subtle environmental changes across experiments.,이 세밀한 척도는 환경의 미묘한 변화를 측정하기 위한 표준화된 기준을 제공했어요.
"During my piano practice, I gradually learned to understand every note of the musical scale.",피아노 연습 중에 음악 음계의 모든 음표를 점차 이해하는 법을 배웠어요.
"The museum guide carefully explained every section of the interactive exhibition, highlighting its historical significance.","박물관 안내원이 인터랙티브 전시의 각 구역을 자세하게 설명하며, 그 역사적 중요성을 강조했어요."
The researcher carefully divided the research paper into several detailed sections to clarify major topics.,연구원은 주요 주제를 명확하게 설명하기 위해 연구 논문을 여러 세부 부분으로 신중하게 나누었어요.
I always actively seek new opportunities to learn and grow in every aspect of life.,저는 항상 적극적으로 새로운 기회를 구하여 인생의 모든 측면에서 배우며 성장하고 있어요.
I always actively seek opportunities for growth and exciting new challenges in my daily life.,나는 항상 적극적으로 성장의 기회와 흥미로운 새로운 도전을 찾으려고 노력해요.
