textbook ID,제목,출판사,교육과정,Lesson,구분,Title,DESCRIPTION,Key Expression (영어),Key Expression (한국어),Sub Expression (영어),
,영어 1,비상,2015,1,function,A Road to Happiness,It seems to me ~를 활용해 자신의 의견을 표현하기.,A: I have to finish all these tasks today. B: It seems to me you won’t have enough time.,A: 오늘 안에 이 모든 일을 끝내야 해. B: 내 생각엔 네가 시간이 부족할 것 같아.,"A: In my opinion, ~. B: That’s a good point. A: I feel like ~. B: You may be right. ",
,영어 1,비상,2015,2,function,"Taste Culture, Understand Better",Make sure you don’t ~를 활용해 주의나 경고하기.,A: I plan to go shopping in the afternoon. B: Make sure you don’t go shopping during siesta.,A: 오후에 쇼핑하러 갈 계획이야. B: 시에스타 시간에는 쇼핑 가지 않도록 해.,A: Be careful not to ~. B: Thanks for the warning. A: Watch out for ~. B: I’ll keep that in mind.,
,영어 1,비상,2015,3,function,Sports and Science Get Along,Do you mean ~?를 활용해 상대방의 말을 확인하기.,A: Figure skaters now perform routines with songs that have lyrics. B: Do you mean figure skaters can skate to music with lyrics?,A: 피겨스케이터들이 가사가 있는 노래에 맞춰 연기를 할 수 있어. B: 그러니까 피겨스케이터들이 가사가 있는 음악에 맞춰 스케이트를 탈 수 있다는 거야?,"A: Are you saying that ~? B: Yes, exactly! A: Do you mean ~? B: That’s right. ",
,영어 1,비상,2015,4,function,"Together, We Can Do Better!",I heard that ~를 활용해 알고 있는 정보를 표현하기.,A: Do you know who Kim Mandeok was? B: I heard that Kim Mandeok was respected a lot.,A: 김만덕이 누구인지 알아? B: 김만덕이 많은 존경을 받았다고 들었어.,A: I read that ~. B: That’s interesting. A: Someone told me that ~. B: I didn’t know that.,
,영어 1,비상,2015,5,function,Creativity in Action,다양한 표현을 활용해 특정 사물이나 사람의 정체를 확인하기.,A: Which toothbrush is yours? B: The one with a handle and brushes inside.,A: 네 칫솔이 어느 거야? B: 손잡이가 있고 안에 솔이 있는 거야.,"A: The one that’s ~. B: Oh, I see. A: The one with ~. B: Thanks, I got it. ",
,영어 1,비상,2015,6,function,My Promise with Mother Nature,Do you know how to ~?를 활용해 능력 여부 묻기.,A: I want to start a worm farm. B: Do you know how to take care of earthworms?,A: 나는 지렁이 농장을 시작하고 싶어. B: 지렁이를 어떻게 돌보는지 알아?,"A: Can you ~? B: I’m not sure. A: Are you able to ~? B: Yes, I’ve done it before. ",
,영어 2,비상,2015,1,function,The Path Ahead,I prefer to ~를 활용해 선호하는 것을 표현하기.,A: Do you like spending time alone? B: I prefer to spend time with my friends.,A: 너 혼자 시간 보내는 걸 좋아해? B: 나는 친구들과 함께 시간을 보내는 걸 더 좋아해.,A: I’d rather ~. B: That makes sense. A: I like ~ better than ~. B: I agree!,
,영어 2,비상,2015,2,function,Tasty History,Do you see what I mean?를 활용해 상대방이 이해했는지 확인하기.,"A: So, the formula works like this. B: Do you see what I mean? ",A: 그래서 이 공식은 이렇게 작동해. B: 내 말 이해돼?,"A: Do you understand what I’m saying? B: Yes, I get it. A: Does that make sense? B: Yes, thanks for explaining. ",
,영어 2,비상,2015,3,function,Our Blue Planet,다양한 표현을 활용해 생각할 시간을 요청하기.,A: What do you think about this idea? B: Let me see.,A: 이 아이디어에 대해 어떻게 생각해? B: 잠깐 생각해 볼게.,"A: Let me think. B: Take your time. A: I need a moment. B: Sure, no rush. ",
,영어 2,비상,2015,4,function,"One World, Many Ways",In ~ they call it ~를 활용해 특정 표현을 제안하기.,"A: What do they call this in Hindi? B: In Hindi, they call it a lehenga. ",A: 이걸 힌디어로 뭐라고 불러? B: 힌디어로 lehenga라고 불러.,A: In ~ it’s called ~. B: That’s interesting! A: People refer to it as ~. B: I didn’t know that.,
,영어 2,비상,2015,5,function,How Far Will Technology Go?,It isn’t clear to me ~를 활용해 이해 상태를 나타내기.,A: This app can recognize any song. B: It isn’t clear to me how it recognizes the song.,A: 이 앱은 어떤 노래든 인식할 수 있어. B: 그게 어떻게 노래를 인식하는지 잘 모르겠어.,A: I don’t quite understand ~. B: Let me explain. A: I’m confused about ~. B: I can clarify it.,
,영어 2,비상,2015,6,function,The Landscape of Stories,Are you interested in ~?를 활용해 상대방의 관심을 묻기.,A: He writes beautiful poetry. B: Are you interested in his poetry?,A: 그는 정말 아름다운 시를 써. B: 너는 그의 시에 관심 있어?,"A: Do you have an interest in ~? B: Yes, I do. A: Are you into ~? B: Not really. ",
,영어,동아(이),2015,1,function,"Hi, High School!",be interested in ~를 활용해 관심을 표현하기.,I’m interested in learning new languages.,나는 새로운 언어를 배우는 것에 관심이 있어.,I have a keen interest in ~. ~ really captures my attention.,
,영어,동아(이),2015,2,function,Delicious World,의문문을 활용해 상대방에게 설명 요청하기.,What do you mean by this concept?,이 개념이 무슨 의미야?,Could you clarify what you mean by ~? Can you elaborate on ~?,
,영어,동아(이),2015,3,function,Helping Hands,Why don’t you ~를 활용하여 제안하거나 권유하기.,Why don’t you bring your ideas to the meeting?,회의에 너의 아이디어를 가져오는 게 어때?,How about you try ~? Would you consider ~?,
,영어,동아(이),2015,4,function,Be Nature Smart,I’m thinking of ~을 활용해 의도 표현하기.,I’m thinking of creating a new design.,나는 새로운 디자인을 만들 생각이야.,I plan on ~. I have an idea for ~.,
,영어,동아(이),2015,5,function,Beg to Differ,You shouldn’t ~을 활용해 충고하기.,You shouldn’t interrupt others while they speak.,다른 사람이 말할 때 끼어들지 않는 것이 좋아.,It’s best not to ~. Try to avoid ~.,
,영어,동아(이),2015,6,function,Beyond Korea,I was impressed with ~을 활용해 놀람 표현하기.,I was impressed with the new performance.,나는 새로운 공연에 감탄했어.,I was amazed by ~. It was surprising how ~.,
,영어,동아(이),2015,7,function,A Step Forward,I’m not happy about ~을 활용해 불평 말하기.,I’m not happy about the service.,나는 서비스에 만족하지 않아.,I’m upset about ~. I feel disappointed with ~.,
,영어,동아(이),2015,8,function,Bon Voyage,Don’t forget to ~을 활용해 당부하기.,Don’t forget to charge your phone.,휴대폰을 충전하는 것을 잊지 마.,Remember to ~. Make sure to ~.,
,영어 1,동아(권),2015,1,function,Invitation to a Teen’s Life,"If I were you, I’d ~을 활용해 조언하기. ","If I were you, I’d practice speaking English more. ",내가 너라면 영어 말하기 연습을 더 할 거야.,"If I were in your position, I would ~. You might want to consider ~. ",
,영어 1,동아(권),2015,2,function,Taste Different Cultures,I’ve heard that ~을 활용해 알고 있음 표현하기.,I’ve heard that they eat with chopsticks only.,나는 그들이 젓가락으로만 먹는다고 들었어.,I was told that ~. People say that ~.,
,영어 1,동아(권),2015,3,function,Live and Let Live,I’m planning to ~을 활용해 의도 표현하기.,I’m planning to share photos of air pollution.,나는 대기 오염에 대한 사진을 공유할 계획이야.,I intend to ~. I have a plan to ~.,
,영어 1,동아(권),2015,4,function,Passion for Reading,Why don’t you ~?을 활용해 제안하기.,Why don’t you ask your teacher?,선생님께 물어보는 게 어때?,How about ~? Maybe you could try ~.,
,영어 1,동아(권),2015,5,function,Discover the Future,What makes you think ~?을 활용해 이유 묻기.,What makes you think she will be late?,너는 그녀가 늦을 거라고 생각하는 이유가 뭐야?,Why do you believe ~? How do you know ~?,
,영어 1,동아(권),2015,6,function,National Pride,I recommend that you ~을 활용해 추천하기.,I recommend that you try this book.,나는 너에게 이 책을 읽어보라고 추천할게.,You should check out ~. It would be good to ~.,
,영어 2,동아(권),2015,1,function,Health Talks,It’s important that you ~을 활용해 강조하기.,It’s important that you get enough sleep.,충분한 수면을 취하는 것이 중요해.,You must remember to ~. Make sure to ~.,
,영어 2,동아(권),2015,2,function,Step into the World,I can’t believe ~!을 활용해 놀람 표현하기.,I can’t believe it’s already December!,벌써 12월이라니 믿을 수 없어!,That’s unbelievable! No way!,
,영어 2,동아(권),2015,3,function,The Joy of Language,What does ~ mean?을 활용해 설명 요청하기.,"What does ""biodiversity"" mean? ","""생물 다양성""이 무슨 뜻이야? ",Could you explain ~? Can you tell me what ~ means?,
,영어 2,동아(권),2015,4,function,Delight in Art,Is it alright if I ~?을 활용해 허가 요청하기.,Is it alright if I leave early?,내가 일찍 떠나도 괜찮을까?,Would it be okay if I ~? Can I ~?,
,영어 2,동아(권),2015,5,function,Living Together,You can say that again.을 활용해 동의하기.,You can say that again!,완전 동의해!,I totally agree! That’s so true!,
,영어 2,동아(권),2015,6,function,Find Your Dream,I hope to ~을 활용해 바람 표현하기.,I hope to travel around the world.,나는 세계를 여행하기를 바라.,I wish to ~. My dream is to ~.,
,공통영어 1,동아(이),2022,1,function,Life Is Experience,I’m sure that ~을 활용해 확신을 표현하기.,I’m sure that this is the best choice.,나는 이것이 최고의 선택이라고 확신해.,I strongly believe that ~. I have no doubt that ~.,
,공통영어 1,동아(이),2022,2,function,Journey Through the Pages,Don’t you agree? 를 활용해 동의를 구하기.,Don’t you agree that this idea is great?,이 아이디어가 좋다고 생각하지 않아?,Wouldn’t you say that ~? Do you think ~ makes sense?,
,공통영어 1,동아(이),2022,3,function,Small Things Matter,I’d like to ~을 활용해 주제를 소개하기.,I’d like to talk about climate change.,나는 기후 변화에 대해 이야기하고 싶어.,Let’s discuss ~. I want to introduce ~.,
,공통영어 1,동아(이),2022,4,function,Everyday Decisions,I’d like to emphasize that ~을 활용해 강조하기.,I’d like to emphasize that teamwork is essential.,나는 팀워크가 필수적이라는 점을 강조하고 싶어.,I want to highlight ~. I must stress ~.,
,영어 1,동아(박),2022,1,function,Best Version of Me,"Today, I’d like to ~을 활용해 주제 소개하기. ","Today, I’d like to introduce a new project idea. ",오늘 나는 새로운 프로젝트 아이디어를 소개하고 싶어.,Let’s discuss ~. I want to talk about ~.,
,영어 1,동아(박),2022,2,function,Money Smart,We’re looking forward to ~을 활용해 기대를 표현하기.,We’re looking forward to meeting the new team members.,우리는 새로운 팀원들을 만나는 것을 기대하고 있어.,I can’t wait to ~. I’m excited about ~.,
,영어 1,동아(박),2022,3,function,Act for Our Planet,"In other words, ~을 활용해 설명을 부연하기. ","In other words, the meeting has been rescheduled. ","다시 말해서, 회의 일정이 변경되었어. ","That means ~. To put it another way, ~. ",
,영어 1,동아(박),2022,4,function,Digital Well-Being,"In my opinion, ~을 활용해 개인 의견을 표현하기. ","In my opinion, this movie is a masterpiece. ",내 생각에 이 영화는 걸작이야.,"I believe that ~. From my perspective, ~. ",
,영어 1,동아(박),2022,5,function,Beyond Boundaries,What about ~을 활용해 제안하기.,What about having a picnic this weekend?,이번 주말에 소풍 가는 건 어때?,How about ~? Would you consider ~?,
,영어 1,동아(박),2022,6,function,Better Together,"First, Next, Then 을 활용해 순서를 나타내기. ","First, we need to set up the equipment. Next, we run the test. Then, we analyze the results. ",먼저 장비를 설치해야 해. 다음으로 테스트를 진행해. 그리고 결과를 분석해.,"The first step is to ~. After that, we ~. ",
,기본영어,천재(강),2015,1,function,Cheers to Your New Start!,I’m worried about ~을 활용해 걱정을 표현하기.,I’m worried about tomorrow’s exam.,나는 내일 시험이 걱정돼.,I’m concerned about ~. I feel uneasy about ~.,
,기본영어,천재(강),2015,2,function,Animals in Our Lives,Is it okay to ~을 활용해 허락 요청하기.,Is it okay to leave early today?,오늘 일찍 가도 괜찮을까?,Would it be fine if I ~? Am I allowed to ~?,
